url,total_reviews
https://www.amazon.com/LOreal-Paris-Visible-Line-Minimizing-Tone-Enhancing/product-reviews/B0000531SW/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=,365
https://www.amazon.com/LOreal-Paris-Infallible-Pro-Glow-Foundation/product-reviews/B01DPA6JXS/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=,334
https://www.amazon.com/LOreal-Paris-Super-Blendable-Compact-Makeup/product-reviews/B001QDA6CW/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=,334
https://www.amazon.com/LOr%C3%A9al-Paris-Super-Blendable-Foundation-Natural/product-reviews/B001126Y1K/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=,330
https://www.amazon.com/LOr%C3%A9al-Paris-Makeup-Infallible-Blender/product-reviews/B01LYOMG1X/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=,320
https://www.amazon.com/LOreal-Paris-Infallible-Longwear-Foundation/product-reviews/B07BN1J6C4/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=,311
